type,business_id,name,city,stars,review_count,categories,open
business,uBcUz2Jnqu5OzXnuAWaJew,Poppy Den,Las Vegas,3.5,190,[Asian Fusion:Restaurants],FALSE
business,DW6SI2KxcfXBHeo9jEr4lQ,Pyramid Cafe,Las Vegas,3,189,[Burgers:Sandwiches:Diners:Restaurants],TRUE
business,n_d7HDsTdLc9IWwuPHBNlg,The Fat Greek,Las Vegas,4.5,189,[Greek:Mediterranean:Restaurants],TRUE
business,9XOzi2IIibwtnGOvtdDpjA,Presto Cafe,Las Vegas,4.5,189,[American (New):Sandwiches:Salad:Restaurants],TRUE
business,UuBZkKnckkRmYt3jFn2gaQ,Circus Buffet,Las Vegas,2,188,[Casinos:Arts & Entertainment:American (New):Buffets:Restaurants],TRUE
business,Q9KILetOPQLzIf7Ki3D8-g,Little Buddha Restaurant & Sushi Bar,Las Vegas,3.5,187,[Sushi Bars:Asian Fusion:Chinese:Restaurants],FALSE
business,0InQd9vuhRc98OksC3Ks8Q,Buffet Roundtable,Las Vegas,2,187,[American (Traditional):Buffets:Restaurants],FALSE
business,wehqTDVRZsOkESgAoYBhow,Cafe Zupas,Las Vegas,4,187,[Soup:Sandwiches:Salad:Restaurants],TRUE
business,wFN75sAjpPpYnf0De8QssA,Paradise Buffet & Cafe Restaurant,Las Vegas,3,186,[Buffets:Restaurants],TRUE
business,qdAxH_RrFaYqLD-g30N2fA,Original Pancake House,Las Vegas,3.5,185,[Breakfast & Brunch:Restaurants],TRUE
business,#NAME?,Studio Caf̩,Las Vegas,2.5,185,[Cafes:Restaurants],FALSE
business,8hnjKa0-bQtvbESv51LoFQ,Raising Cane's,Las Vegas,4,185,[American (Traditional):Fast Food:Chicken Wings:Restaurants],TRUE
business,3gxFy26l-1_s30Itk0OAYA,Rocco's NY Pizzeria,Las Vegas,4,184,[Pizza:Restaurants],TRUE
business,1Zj3JOukVxyU2kq4Vhju9A,Rx Boiler Room,Las Vegas,4,184,[American (New):Restaurants],TRUE
business,H2pm7yVZci7M5RKhAOYzuA,Claim Jumper,Las Vegas,3,183,[American (New):Restaurants],TRUE
business,HZjLErXWi1vZWMgsAjBEeQ,Yunnan Garden,Las Vegas,3.5,181,[Szechuan:Chinese:Restaurants],TRUE
business,4MtJkrwdxcCwOJ4G1HThCA,Seasons Buffet,Las Vegas,3,181,[Buffets:Restaurants],TRUE
business,sD38Tp5O4W06Bx-DxeW9oQ,barMASA,Las Vegas,2.5,181,[Sushi Bars:Japanese:Restaurants],TRUE
business,gPmoQaWDiVnkUWOHY-TYOQ,Five Guys Burgers and Fries,Las Vegas,4,181,[Burgers:Fast Food:Restaurants],TRUE
business,Xmcr6VtUk_01fTwkTKrrQw,Shoku Ramen,Las Vegas,3.5,180,[Ramen:Japanese:Restaurants],TRUE
business,CGYOPcYTfwXFu-Sn0MsgGQ,La Belle Terre Bread French Bakery Caf̩,Las Vegas,4.5,180,[Food:Bakeries:Coffee & Tea:Cafes:Restaurants],TRUE
business,w4b7gW_l4uL1DdWwwPTucw,Ricardo's,Las Vegas,3.5,179,[Mexican:Restaurants],TRUE
business,tQQxehL2ZVGp7MqAxtSU_g,Sushi Fever,Las Vegas,4,178,[Sushi Bars:Japanese:Restaurants],TRUE
business,GaAVP8Tn8uUrZtulQw2iXA,Shish Kabob House,Las Vegas,4,178,[Mediterranean:Middle Eastern:Restaurants],TRUE
business,-584fn2GxYe9sLsgN2WeQA,Great Links Brewhouse & Grill,Las Vegas,4,178,[Burgers:Hot Dogs:Sandwiches:Restaurants],TRUE
business,15srJBiBZBt0iKsWSABwRg,Sushi Bomb,Las Vegas,3.5,178,[Sushi Bars:Japanese:Restaurants],TRUE
business,pU8beAibeYjH5-KTsJqVYg,BB King's Blues Club,Las Vegas,3,178,[Jazz & Blues:Arts & Entertainment:Southern:Nightlife:Restaurants],FALSE
business,kwD6P2-EV87u6aVOcnAcpQ,Beijing Noodle Cafe,Las Vegas,4,178,[Chinese:Restaurants],FALSE
business,8-HkVgPClpSli0ug3Uk-sQ,Harbor Palace,Las Vegas,2.5,177,[Seafood:Cantonese:Dim Sum:Chinese:Restaurants],TRUE
business,l3L25Yg_8E11tsS2D8ml-g,Thai Food To Go,Las Vegas,4.5,177,[Thai:Restaurants],TRUE
business,vDEC5kHgtjkqyuZAZrSuMA,Pho Annie,Las Vegas,4,177,[Vietnamese:Restaurants],TRUE
business,ureGF96EaoIKmE8SmEpVQA,Delhi Indian Cuisine,Las Vegas,4.5,177,[Indian:Buffets:Restaurants],TRUE
business,HEcysZlyextbht05aYZ-xQ,Kabob Korner,Las Vegas,4,176,[Pakistani:Mediterranean:Halal:Restaurants],FALSE
business,WjwRpnFGmqQRMRw_c0H8dA,Naka Sushi,Las Vegas,4,176,[Sushi Bars:Restaurants],TRUE
business,IZFOb57kTeQYCIsj5cyXxw,Doh Sushi & Tapas,Las Vegas,3.5,176,[Sushi Bars:Restaurants],TRUE
business,Ieuv-XET6SR_qIscZzgD-A,Hakkasan Restaurant,Las Vegas,4,175,[Cantonese:American (New):Chinese:Restaurants],TRUE
business,tMpFSMGrXz8dzvB9UZ69XA,Pho 87,Las Vegas,3.5,175,[Vietnamese:Restaurants],TRUE
business,4mXgELpVbhzO4jKPTLf3-Q,Poke Express,Las Vegas,4.5,175,[Hawaiian:Restaurants],TRUE
business,jiS9KmggI7h64pKr1lRlXQ,Windy City Beefs N Pizza,Las Vegas,4,175,[Hot Dogs:Pizza:Restaurants],TRUE
business,21ZKuOC0o8vZglDeR41QLQ,Lulu's Bread & Breakfast,Las Vegas,4,175,[Bakeries:Food:Breakfast & Brunch:Cafes:Restaurants],TRUE
business,EnKI5w-x0_ZPAS_3QPYFtQ,Panevino Restaurant,Las Vegas,4,174,[Bars:Restaurants:Nightlife:Italian],TRUE
business,IonLYduw8wMSDrJvyl8b5w,Max's Restaurant,Las Vegas,3,174,[Filipino:Restaurants],TRUE
business,H3SaoIWnlG-HvGQ8v6J6yg,Pot Liquor CAS,Las Vegas,4,174,[Southern:Barbeque:Restaurants],TRUE
business,Cl6KfeDfh9FfWYV5cbz-zw,Khoury's Mediterranean Restaurant,Las Vegas,4,173,[Greek:Mediterranean:Middle Eastern:Restaurants],TRUE
business,9KkLGqb-D-cysttQzIl6ww,Sirio Ristorante,Las Vegas,3.5,173,[Italian:American (New):Restaurants],FALSE
business,RJquknTxmUKhbziIS9hSnw,Mandarin Oriental Tea Lounge,Las Vegas,4,173,[Food:Tea Rooms:Tapas Bars:Restaurants],TRUE
business,onItgedmKDLbI3JHOE5XTA,Noodle Pot,Las Vegas,3.5,173,[Taiwanese:Chinese:Restaurants],TRUE
business,5vQr22h6RJm6-5zz9MLUtw,Veggie Delight,Las Vegas,4,172,[Vegetarian:Vegan:Restaurants],TRUE
business,YKNqAWom7T6zJoTpYQwbgA,Casanova,Las Vegas,4,172,[Restaurants:Mediterranean:Italian],TRUE
business,dRas-lkshHzfN3kY8chwcA,Tom Colicchio's Heritage Steak,Las Vegas,3.5,172,[Food:Beer: Wine & Spirits:Steakhouses:Diners:Restaurants],TRUE
business,NgtHeii61KsVwqNjXIwX-Q,In-N-Out Burger,Las Vegas,4.5,171,[Burgers:Fast Food:Restaurants],TRUE
business,0x4NXJFSQRRUNONxINTjWQ,Joe's New York Pizza,Las Vegas,3.5,171,[Pizza:Restaurants],TRUE
business,ObSi1ZpICXPSO95ZTQByNQ,Greenberg's Deli,Las Vegas,4,171,[Delis:Pizza:Sandwiches:Restaurants],TRUE
business,WD5l9HdTjDbqPRocncCrEQ,BJ's Restaurant & Brewhouse,Las Vegas,3.5,171,[Food:Breweries:American (New):Pizza:Restaurants],TRUE
business,EF5vR_UUavzPjtgMYFCg5Q,Carlos' n Charlie's,Las Vegas,1.5,171,[Mexican:Restaurants],TRUE
business,Oqb-MBYAmYUJLKwbwpQUEQ,Lazy Joe's Fish & Chips,Las Vegas,3.5,170,[Fish & Chips:Mediterranean:Gluten-Free:Restaurants],TRUE
business,Vq-bivbURTyPP5XqM8HR5g,Chada Thai & Wine,Las Vegas,4.5,170,[Wine Bars:Bars:Thai:Nightlife:Restaurants],TRUE
business,72ngj2ky908bsW9Ae40R0A,Andrea's,Las Vegas,4,170,[Bars:Asian Fusion:Nightlife:Restaurants],TRUE
business,o7wCVuIalf_WbMJ1oX6Dnw,Garden Buffet,Las Vegas,2.5,169,[Buffets:Restaurants],TRUE
business,59OLV6lukp92lkTfYDo6lA,Havana Grill,Las Vegas,3.5,169,[Cuban:Restaurants],TRUE
business,wtD7EvFhxt8EeNODbl1G_A,Market Grille Cafe,Las Vegas,4,169,[Greek:Mediterranean:Restaurants],TRUE
business,6hNibPMNEcMhPRfQuRwjyg,Buca di Beppo Italian Restaurant,Las Vegas,3,168,[Restaurants:Italian],TRUE
business,Xy54RutATsomOfsDVR-m_Q,Country Club,Las Vegas,4,168,[Breakfast & Brunch:Steakhouses:Restaurants],TRUE
business,XKI-Wu5BMTp4HZy6k7FBmg,Those Guys Pies,Las Vegas,4,168,[Cheesesteaks:Pizza:Sandwiches:Restaurants],TRUE
business,rwgU2XEFJ7nyCHvUnEC5ww,La Salsa Cantina,Las Vegas,3,167,[Mexican:Restaurants],TRUE
business,1_tzgIokeCFWkeLpPzMFqw,Sammy's L.A. Pastrami & Burgers,Las Vegas,3.5,167,[Burgers:Restaurants],TRUE
business,U8RIy3r16fmuneo2stVuOA,Hokaido Sushi,Las Vegas,4,167,[Sushi Bars:Restaurants],TRUE
business,KFyB0ueHjAfN4oadjKsTEw,Metro Pizza,Las Vegas,4,166,[Italian:Pizza:Restaurants],TRUE
business,n8aEflHJYlK_c7yy8xkwpQ,Broadway Burger Bar & Grill,Las Vegas,3.5,166,[Burgers:Vegetarian:Restaurants],TRUE
business,abXdTFbY9nPGyslSp8GlgQ,Zenshin Asian Restaurant,Las Vegas,4,166,[Asian Fusion:Sushi Bars:Japanese:Restaurants],TRUE
business,Bp93pemXBdiEkZqdK-vtgw,Sushi 21,Las Vegas,4,165,[Sushi Bars:Japanese:Restaurants],TRUE
business,FDfK4HygC_P-Idoy_K8PKQ,Tequila Bar and Grill,Las Vegas,3,165,[Bars:Mexican:Nightlife:Restaurants],TRUE
business,dJ6XrN6xbb9keIbd_Q3VdA,Michoacan Gourmet Mexican Restaurant,Las Vegas,3.5,165,[Mexican:Restaurants],TRUE
business,_ZyJLAlkmqefU0WXQ2o6jQ,Sammy's Woodfired Pizza and Grill,Las Vegas,4,164,[Pizza:Gluten-Free:Restaurants],TRUE
business,ME0olHUKPsJ9spaLudZlYA,Buffet Asia,Las Vegas,3,164,[Dim Sum:Sushi Bars:Japanese:Chinese:Restaurants],TRUE
business,lnUXlYMh0UfrtVfnYo9mvw,Shuseki,Las Vegas,3.5,164,[Japanese:Restaurants],TRUE
business,BvyARfwpde38566aiDM10w,Binion's Ranch Steak House,Las Vegas,4,164,[Steakhouses:Restaurants],TRUE
business,tXydHtnQ2sU37kXy30CBLw,Double Helix Wine & Whiskey Lounge,Las Vegas,3.5,164,[Wine Bars:Bars:American (New):Nightlife:Restaurants],TRUE
business,2oRj5Qh18pCMPlvHFmyoow,Old Homestead Steakhouse,Las Vegas,3.5,164,[Steakhouses:Restaurants],TRUE
business,4eqw9xCbCmNQPV-AQJcXPg,Imperial Tacos & Beer,Las Vegas,4,164,[Bars:Mexican:Tapas/Small Plates:Cocktail Bars:Nightlife:Restaurants],TRUE
business,U2dZYCgkuS9SGgyKaCUlbQ,Jun's Korean Restaurant,Las Vegas,4,163,[Korean:Restaurants],TRUE
business,gvtwlFW29b92qcYUAH_v2w,Gordon Biersch Brewery Restaurant,Las Vegas,3.5,163,[Food:American (New):Breweries:Restaurants],TRUE
business,M_jMhKl-hsTIyQBIiAH_cA,Cafe Rio,Las Vegas,3,163,[Fast Food:Mexican:Restaurants],TRUE
business,F0cNqcDlAwB4qVsRuGbFnA,View Wine Bar & Kitchen,Las Vegas,4,163,[Wine Bars:Bars:Restaurants:Nightlife:Tapas/Small Plates],TRUE
business,MTSuKAjBcxQKSG0vX2sQLQ,Valentino,Las Vegas,3.5,162,[Restaurants:Italian],FALSE
business,upEYCgGGZOuTvwzqnKZK5g,Hennessey's Tavern,Las Vegas,3,162,[Pubs:Irish:Nightlife:Bars:Restaurants],TRUE
business,yo3zehm-cIQLO1mtDsMGXA,Smashburger,Las Vegas,3.5,162,[Burgers:Restaurants],TRUE
business,_Q4VSHSr8ryAOfmsd9g6yA,SEA: The Thai Experience,Las Vegas,3.5,162,[Thai:Restaurants],TRUE
business,uYKwS-biARKgBkk5rY_PaQ,Twist by Pierre Gagnaire,Las Vegas,4,162,[American (New):French:Restaurants],TRUE
business,wa0Oxy_jnM-OscL-BNa1Sg,Geisha House Steak & Sushi,Las Vegas,4,162,[Steakhouses:Sushi Bars:Japanese:Restaurants],TRUE
business,ywwnswdMkIjYj46qLsNG2w,Mezzo Bistro and Wine,Las Vegas,3.5,161,[Restaurants:Italian],TRUE
business,#NAME?,Famous Dave's,Las Vegas,3.5,161,[Sandwiches:Barbeque:Restaurants],TRUE
business,xNpCyxm1nD82gxGQ-WFDIw,Frijoles Grilled Tacos,Las Vegas,4.5,161,[Mexican:Restaurants],TRUE
business,I79BJH8k-ODYSPBOqzDwfg,Los Tacos,Las Vegas,4,160,[Mexican:Restaurants],TRUE
business,83C1eqPfmQHTy_8MC4Ug6w,Roxy's Diner,Las Vegas,3,159,[Diners:Restaurants],TRUE
business,DmW50r6MdkPFRq2GnEruzA,Montana Meat Company,Las Vegas,3.5,159,[Steakhouses:Seafood:American (Traditional):Restaurants],TRUE
business,cJTgJTzEWg5ErWnvaHsUBA,Florida Cafe Cuban Bar & Grill,Las Vegas,3.5,158,[Nightlife:Cuban:Bars:Restaurants],TRUE
business,Me4q6iXSjJyFsfKx-l3kcw,Il Mulino New York,Las Vegas,4,158,[Restaurants:Italian],TRUE
business,p2OalJojTCfCYJpGEmcusg,Sirrico's Pizza,Las Vegas,3.5,158,[Pizza:Restaurants],TRUE
business,hU1wB9jePbd0dhTBcrpYvQ,Cuba Cafe Restaurant,Las Vegas,4,157,[Cuban:Restaurants],TRUE
business,k2zE7IsSi2lVpnrjqZXAdw,P.F. Chang's,Las Vegas,3.5,157,[Gluten-Free:Asian Fusion:Chinese:Restaurants],TRUE
business,XZpUbduFE3HUbFkt1Zk3aA,Victorian Cafe,Las Vegas,3,157,[American (Traditional):Chinese:Restaurants],FALSE
business,RRtu1D6qpVcpiQnMM8EhIg,Wing Lei,Las Vegas,3.5,157,[Restaurants],TRUE
business,LDRAVhMLceQ8fBLI44E8Ew,Planet Hollywood,Las Vegas,2.5,157,[American (Traditional):Restaurants],TRUE
business,USyDC-cZCexcyNGrc8uiag,Red Velvet Caf̩,Las Vegas,3.5,157,[Food:Coffee & Tea:American (New):Vegan:Restaurants],TRUE
business,q35bospqfYhJfMsqE79NvA,Dragon Noodle Co.,Las Vegas,2.5,156,[Chinese:Restaurants],TRUE
business,iLwNx5TVKVFKyV5RdbIY-A,Hachi,Las Vegas,4,156,[Sushi Bars:Japanese:Restaurants],FALSE
business,rGvkljWlP7ysvLEUucoyqA,Zaytoon Mediterranean Market and Kabob,Las Vegas,4.5,156,[Persian/Iranian:Mediterranean:Restaurants],TRUE
business,THq4W2p3emLdTJEP8f6cbQ,Elements Kitchen & Martini Bar,Las Vegas,4,156,[Italian:American (New):Restaurants],TRUE
business,ACuPUjWLfhaJ9KDNVQun5A,Wahoo's Fish Tacos,Las Vegas,3.5,156,[Seafood:Mexican:Restaurants],TRUE
business,f9dxqk9oTmotquKN4vcRCA,Hot N Juicy Crawfish,Las Vegas,4,156,[Seafood:Cajun/Creole:Restaurants],TRUE
business,AFDFOs2GaIyUArGyEUDQzQ,Cafe Noodle & Chinese Barbeque,Las Vegas,3,155,[Chinese:Restaurants],TRUE
business,0aV8mzabKSFylfi0NQGqlQ,Los Tacos,Las Vegas,4,155,[Mexican:Restaurants],TRUE
business,#NAME?,Buffalo Wild Wings,Las Vegas,4,155,[Bars:American (Traditional):Sports Bars:Nightlife:Chicken Wings:Restaurants],TRUE
business,l593y9KEguq1JWVFcaL1DQ,Ellis Island Cafe,Las Vegas,4,155,[American (Traditional):Restaurants],TRUE
business,3JTVc83KpA37yhrkwHzlvQ,Soul Food Cafe,Las Vegas,4,155,[Soul Food:Southern:Barbeque:Restaurants],TRUE
business,W-UBevF6tFgX4WiA8PvdPA,Shucks Tavern & Oyster Bar,Las Vegas,4,154,[Seafood:Bars:Restaurants:Sports Bars:Nightlife],TRUE
business,VgLiSW1iGkpzIEXOgvUBEw,SkinnyFATS,Las Vegas,4.5,154,[Food:Juice Bars & Smoothies:Breakfast & Brunch:American (New):Restaurants],TRUE
business,B7crMY7g2Haz8cvox8732g,Sweet Tomatoes,Las Vegas,3.5,153,[Vegetarian:Buffets:Salad:Restaurants],TRUE
business,0Wu4-E2NKM-H8Yt7zZ-cxw,Windy City Beefs-N-Dogs,Las Vegas,4.5,153,[Hot Dogs:Restaurants],TRUE
business,NFOmAcZ7UFKmeamktDyt2w,Earl of Sandwich,Las Vegas,4,153,[Sandwiches:Restaurants],TRUE
business,wmr3ROnBokPZXKZGLGLp8A,CRAVE Restaurant,Las Vegas,3,153,[Sushi Bars:American (New):Gluten-Free:Restaurants],TRUE
business,CjSOQ8_nZZMdF0gLYbUOoQ,Golden Nugget Buffet,Las Vegas,2.5,152,[Buffets:Restaurants],TRUE
business,7h0-KtLbYH1gu6QBv_-jxg,WaffleS Cafe,Las Vegas,4,151,[Food:Desserts:Breakfast & Brunch:Restaurants],FALSE
business,FDXk2MDLPf72uEDT6Bq1Mw,Twin Peaks,Las Vegas,3,151,[Bars:American (Traditional):Nightlife:American (New):Sports Bars:Restaurants],TRUE
business,q28CkzJaV5yKPXysY8xewA,Buffet @ Asia,Las Vegas,3,150,[Buffets:Japanese:Chinese:Restaurants],TRUE
business,Pzj5ow6I8eQI2iGnFziGLw,Yagyu Yakiniku,Las Vegas,3.5,150,[Japanese:Barbeque:Restaurants],TRUE
business,SWxTMGlqiZRgdacTgu2MeA,Island Sushi and Grill Express,Las Vegas,3.5,150,[Sushi Bars:Hawaiian:Restaurants],FALSE
business,SKO1eefgrWjTp-NnsS7FTw,Parsley Mediterranean Grill,Las Vegas,4,150,[Mediterranean:Restaurants],TRUE
business,cP6pQuoPKIoaFQBa09e-Vg,Bubba Gump Shrimp Co,Las Vegas,3.5,150,[Cajun/Creole:Comfort Food:Southern:Seafood:Restaurants],TRUE
business,PhHstMh3akn1hdPmdU2bCA,KoMex Fusion,Las Vegas,4,150,[Korean:Asian Fusion:Mexican:Restaurants],TRUE
business,jiQwNP0HovE-NZB-plOWxA,Agave,Las Vegas,3,149,[Mexican:Restaurants],FALSE
business,qRgR2r1kuh1hn-tHRqC2sg,Morton's The Steakhouse,Las Vegas,4,149,[Steakhouses:Restaurants],TRUE
business,PEsJsa3hXs-lsIPMag0mEg,Beach Cafe,Las Vegas,3.5,149,[Burgers:Breakfast & Brunch:Diners:Restaurants],TRUE
business,C9GQcIqPYHO0HTX2IH2Gkw,Mad Onion,Las Vegas,3,149,[American (Traditional):Restaurants],TRUE
business,jS3cHd1E5TuUZbQWpBZqVg,McFadden's Restaurant and Saloon,Las Vegas,2.5,149,[Irish:American (New):Mediterranean:Restaurants],TRUE
business,vKf2Mxo74kVQr7XwXfI4Ig,Pinches Tacos,Las Vegas,4,149,[Mexican:Restaurants],TRUE
business,VlWAXFH5mqzQA9QNt_Azug,Ramen Misoya Tomi,Las Vegas,4.5,149,[Ramen:Japanese:Restaurants],TRUE
business,LM71VvmoAWDD5z8h7XoVig,Samosa Factory,Las Vegas,4,148,[Vegetarian:Indian:Vegan:Restaurants],FALSE
business,3Nt3CA4IDxt0SeQO24gb-Q,Bob Taylor's Ranch House,Las Vegas,3.5,148,[American (Traditional):Steakhouses:Restaurants],TRUE
business,6BuCNx2gO_GYiXm2KRdMXQ,24 Seven Cafe,Las Vegas,3,148,[American (Traditional):Cafes:Restaurants],TRUE
business,QwrWxzfGdv_bMiFrDaV4sA,Saffron Flavors of India,Las Vegas,4,148,[Vegetarian:Indian:Diners:Restaurants],TRUE
business,8C9rULVDuDRb5FlYYKTtyg,Thai Style Noodle House,Las Vegas,4,148,[Thai:Vegan:Restaurants],TRUE
business,5m2HPI3fp6Eq565mlquL0w,Protein House,Las Vegas,3.5,148,[Food:Burgers:Juice Bars & Smoothies:Salad:Restaurants],TRUE
business,hAgtic2abji61215w8_OVw,Aces & Ales,Las Vegas,3.5,148,[Bars:American (Traditional):Pubs:Nightlife:Sports Bars:Restaurants],TRUE
business,N8NiWbLzee9EOeMnz2MOlw,Claim Jumper,Las Vegas,3,147,[American (New):Restaurants],TRUE
business,R0t7XO28y_kqDa_m3dUnvA,Fresh Grill & Bar,Las Vegas,3.5,147,[American (Traditional):Sandwiches:Restaurants],TRUE
business,JSuzEURjXIr0G8WrECZIoA,Gandhi India's Cuisine,Las Vegas,3.5,146,[Vegetarian:Indian:Restaurants],TRUE
business,5YgXxBUzhf3qh8F8wYSqsA,Krazy Buffet,Las Vegas,3.5,146,[Asian Fusion:Buffets:Chinese:Restaurants],TRUE
business,o9C4hmk1QfYPdgE0PytGkw,Smashburger,Las Vegas,4,146,[Burgers:Restaurants],TRUE
business,5dSQ1KV9HkbZm0ZmJHuMKA,Embers,Las Vegas,4,146,[Bars:American (New):Cocktail Bars:Nightlife:Restaurants],TRUE
business,LcBWyVrCN49IOvkAPNPmZA,McCormick & Schmick's,Las Vegas,3.5,145,[Seafood:Restaurants],TRUE
business,jbToVT09cmHMfxCITDBGIQ,Canter's Delicatessen,Las Vegas,3.5,145,[Delis:Sandwiches:Restaurants],FALSE
business,kYQkPISOL5XQDd_wEWxK0Q,Dickey's Barbecue Pit,Las Vegas,3.5,145,[Barbeque:Restaurants],TRUE
business,U0aLdc-PW44iiI4NzNCjZQ,Martorano's,Las Vegas,3.5,145,[Restaurants:Italian],TRUE
business,hINoWktWMam3fJmETzzCDw,Kumi Japanese Restaurant + Bar,Las Vegas,3.5,145,[Sushi Bars:Japanese:Restaurants],TRUE
business,-1ERbsOf9XOC9wGbZYFr7g,Toros Cantina & Gaming,Las Vegas,3,145,[Mexican:Restaurants],TRUE
business,6LNuxmnwiTvxXEDk06MkrA,Babystacks Cafe,Las Vegas,3.5,145,[Breakfast & Brunch:Cafes:Restaurants],TRUE
business,rps5P0fU_jADKrcULxYq-g,Tiabi Coffee & Waffle,Las Vegas,4,145,[Food:Desserts:Coffee & Tea:Cafes:Restaurants],TRUE
business,#NAME?,The Cracked Egg,Las Vegas,4,144,[Breakfast & Brunch:American (Traditional):Restaurants],TRUE
business,lzl3cfgVEGMtezF8oRqXDA,Steiner's A Nevada Style Pub,Las Vegas,4,144,[Pubs:Bars:American (Traditional):Nightlife:Restaurants],TRUE
business,jEPe6jQ5K9zfnLudnnzO2Q,Switch Steak,Las Vegas,3.5,144,[Steakhouses:Restaurants],FALSE
business,h7R_IMg3nss8I5nV7sbmfg,Nacho Daddy,Las Vegas,3.5,144,[Breakfast & Brunch:American (New):Mexican:Restaurants],TRUE
business,Eexp976MUmMDECm-r0BxTQ,Novecento Pizzeria,Las Vegas,4,144,[Italian:Pizza:Restaurants],TRUE
business,ZfAe6DU_UP9IdYkI-te1QA,Double Barrel Roadhouse,Las Vegas,3,144,[Bars:American (Traditional):Cocktail Bars:Nightlife:Restaurants],TRUE
business,KdJJFvYI9w5xF0EVYPbXMA,Broadway Pizzeria,Las Vegas,4,143,[Italian:Pizza:Restaurants],TRUE
business,wQgdpcqcA0HgDVZvrOk7Yw,Kokomo's Steak & Seafood,Las Vegas,3.5,143,[Seafood:Steakhouses:Restaurants],FALSE
business,KJK7ihnpTeHXOy9rxORpGQ,Pinot Brasserie,Las Vegas,3.5,143,[Steakhouses:French:Restaurants],FALSE
business,SyhuQ69i6PYr4q-4kHrKFA,Hash House,Las Vegas,4,143,[Breakfast & Brunch:Restaurants],TRUE
business,v8TQwyxEj4or2Yng6y0S7A,Korean Garden BBQ House,Las Vegas,3,142,[Korean:Barbeque:Restaurants],TRUE
business,ubwHoadNnVfMB9dFV2uyTQ,Nevada Chicken Cafe,Las Vegas,3.5,142,[Salad:Sandwiches:Barbeque:Restaurants],TRUE
business,AHzxXDQs4y5htkgD5jIpQA,V Bar,Las Vegas,3.5,142,[Bars:American (New):Nightlife:Lounges:Restaurants],TRUE
business,KBwLo6vgQaW1Iu-t92DHmg,Big Sur Oyster Bar,Las Vegas,3.5,142,[Seafood:Restaurants],TRUE
business,m7IEMSzrR8KPjCsLEqOobA,Islands Restaurant,Las Vegas,3.5,142,[Bars:American (Traditional):Burgers:Nightlife:Sports Bars:Restaurants],TRUE
business,rKOSmt3oKFUaHHN0Y_YOHg,Chart House,Las Vegas,4,142,[Seafood:Steakhouses:Restaurants],TRUE
business,E3n771Z4Uqy46WNaFS5u0g,Buca di Beppo,Las Vegas,3,142,[Restaurants:Italian],TRUE
business,CM4LY-sjD0Q9HivGTFHdoA,Chicago Joe's Restaurant,Las Vegas,3.5,141,[Restaurants:Italian],TRUE
business,R-3BEMIs0SfR8ilLu2vvjw,The Melting Pot,Las Vegas,4,141,[Fondue:Restaurants],TRUE
business,Sz46GVteyTbGQhA76HmleQ,Griddlecakes,Las Vegas,3.5,141,[American (Traditional):Restaurants],TRUE
business,gMVWJi_dldZfofI7EShmNA,Siena Italian Authentic Trattoria and Deli,Las Vegas,3.5,141,[Delis:Restaurants:Italian],TRUE
business,lTvW5TcIVIVNmE4_LYQ4eA,Wine 5 Cafe,Las Vegas,4.5,141,[Food:Specialty Food:American (New):African:Restaurants],TRUE
business,RO1fBofbml7ygeY2AiWFYg,The Daily Egg,Las Vegas,3.5,141,[Food:Coffee & Tea:Mediterranean:Breakfast & Brunch:Restaurants],TRUE
business,azXr0xlsOKDDiICIFnXi1Q,Cafe Zupas,Las Vegas,4,141,[Sandwiches:Restaurants],TRUE
business,1Yt0N8g7d8Jz3ASnm3Bm0g,Amena Bakery & Deli,Las Vegas,4.5,140,[Bakeries:Food:Middle Eastern:Restaurants],TRUE
business,nLn4yNELpgpWADSHdIcCsg,Create,Las Vegas,4,140,[Food:Ice Cream & Frozen Yogurt:Restaurants:Burgers],FALSE
business,kjNQIbcVxCcZJFpTUYvE9w,Waffles Cafe,Las Vegas,4,140,[Food:Coffee & Tea:Breakfast & Brunch:Restaurants],TRUE
business,4AHB3TMnXCfFSUsP7A5S_w,Raising Cane's,Las Vegas,4,140,[American (Traditional):Fast Food:Chicken Wings:Restaurants],TRUE
business,UIqKaIBPgkIW3M7coOIZPQ,Grimaldi's Pizzeria,Las Vegas,4,140,[Pizza:Restaurants],TRUE
business,PT8kPZPnrY2UYRZ_An58WA,Wahoo's Fish Tacos,Las Vegas,3.5,140,[Seafood:Mexican:Restaurants],TRUE
business,EMOFQciQnAtCjZnMs0z4Jw,Oscar's,Las Vegas,4,140,[Steakhouses:Restaurants],TRUE
business,dKsJfvaTEGhXpJo3KRtx9w,Shabu Grill,Las Vegas,4,140,[Hot Pot:Asian Fusion:Japanese:Restaurants],TRUE
business,ciEBHH91Hz4RciYUUkueNg,Jenni Pho Grill,Las Vegas,3,140,[Vietnamese:Restaurants],TRUE
business,mTRtKgAqlbVS8QoASwgTug,Ohjah Japanese Steakhouse Sushi & Hibachi Flamingo,Las Vegas,4.5,140,[Steakhouses:Sushi Bars:Japanese:Restaurants],TRUE
business,5f8tdGEQ_L3a9hyEbMjAwQ,Piero's Italian Cuisine,Las Vegas,4,139,[Seafood:Restaurants:Italian],TRUE
